"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"Mira Mesa Street Fair","49556","","FESTIVAL","It's a fun community festival that brings neighbors together to learn about local businesses, community groups, service providers, schools, and charities. The event includes stage shows, jumpers, beer garden, food, merchandise, a library book sale, and police & fire displays.","Camino Ruiz between Mira Mesa Blvd. & New Salem St.","2017-10-07 10:00:00","2017-10-07 17:00:00","10,000","500","Mira Mesa Town Council","www.miramesatowncouncil.org","Camino uiz & Mira Mesa Boulevard","32.9140511","-117.1438054"
"Maker Faire San Diego ","49715","","FESTIVAL","The Maker Faire is a gathering of tech enthusiasts, crafters, tinkerers, hobbiests, engineers, artists, and authors. It's an opportunity for them to showcase what they have made and learned.","Bea Evenson Fountain/El Prado/Botanical Building lawn/HPR lawn/Federal lawn/Palisades Lot South in Balboa Park","2017-10-07 10:00:00","2017-10-07 18:00:00","3,000","500","Balboa Park Cultural Partnership","www.sdmakerfair.org","1500 El Prado","32.719652994499995","-117.04521712299999"
"Old Town Artisan's Market","49133","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-10-07 09:00:00","2017-10-07 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"City Heights Farmer's Market (Every Saturday)","48762","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods,prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2017-10-07 09:00:00","2017-10-07 13:00:00","500/day","100","San Diego County Farm Bureau","www.sdfarmbureau.org","4300 Wightman Street","32.7479815027","-117.10183933299999"
"Gaslamp Sessions","49713","","ATHLETIC","Join the hottest workout in the Gaslamp District. Balanced Fitness & Health and the Downtown Partnership are bringing your workout to the street. Join us for Yoga, Cross Fit and HIIT sessions with a live DJ and giveaways. ","Island Avenue between 6th and 7th Avenues","2017-10-07 08:30:00","2017-10-07 12:00:00","200","50","Downtown San Diego Business Improvement District","www.downtownsandiego.org","Island Avenue & 6th Avenue","32.7105282","-117.1402381"
"Ocean Beach Oktoberfest (Festival) (2-Day Event)","49658","","FESTIVAL","The event begins with a morning run on the beach called the ""Brat Trot"". The festivities of this
beachside Oktoberfest include slap-happy music, delicious German food & drink, merchandise,
yodeling, and fun games. Bring all your friends and all the kids for a full day of joyous
merriment.","Ocean Beach Pier parking lot (Newport Ave. & Abbott St.) ~ Veterans Plaza (grassy area at Abbott St. near the Lifeguard Tower) ~ Brat Trot (along the perimeter of the beach adjacent to the water)","2017-10-07 08:30:00","2017-10-07 23:00:00","5,000","100","Ocean Beach Main Street Association","www.oceanbeachsandiego.com","Newport Ave. & Abbott St.","32.7431327","-117.2449981"
"The Mercato: Little Italy's Farmers Market (Sat.)","48983","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","West Date Street between Front Street and its cul-de-sac west of Ketner Boulevard","2017-10-07 08:00:00","2017-10-07 14:00:00","1,500","400","Little Italy Association of San Diego.","www.littleitalymercato.com","224 W. Date Street","32.723223408","-117.16511933700001"
"Pacific Beachfest & Beachfest Beer Cup","49581","","FESTIVAL","It's a beach party! So, put on your swimsuit and head to the beach. There's live music, sand dancing, beach volleyball, a surf contest, professional skateboarding, and a 5K run. The Beer Cup happens Friday night from 5-8 PM.","Ocean Ave. between Grand Ave. & Thomas St./Garnet Ave., Hornblend St., Grand Ave., Thomas St. between Mission Blvd. & the boardwalk./Felspar St. between alley & boardwalk/on the beach between Felspar St. & Reed St. ","2017-10-07 07:00:00","2017-10-07 19:00:00","15,000","600","Discover Pacific Beach","www.pacificbeachfest.com","Ocean Avenue & Grand Avenue","32.574023","-117.062615"
"John Hancock Hosts Fit Foodie Festival & 5K","49621","","ATHLETIC","Where food meets fitness, and healthy meets delicious – the tastiest race comes to San Diego!
Cross the most delicious finish line ever and indulge in an unforgettable day filled with food,
fitness and fun!","NTC Park and surrounding pathways at Liberty Station","2017-10-07 06:30:00","2017-10-07 11:00:00","2,500","250","Fast Food Futures","www.fitfoodierun.com","2455 Cushing Road","32.7348786887","-117.213908106"
"SD Intl. Film Festival Party with a Purpose","49732","","FESTIVAL","Party with a Purpose in downtown San Diego is a perfect end to a full day of screenings. Partying with a Purpose has never looked so good! Kick off the night with a bang! There will be live music and art, entertainment, food trucks, complimentary beverages and games in the beer garden.","Horton Plaza Park","2017-10-06 20:30:00","2017-10-06 23:59:00","1,000","100","San Diego International Film Festival","www.sdfilmfest.com","900 4th Avenue","32.7149579952","-117.161347315"
"The Haunted Trail of Balboa Park (33-Day Event)","49357","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail. Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2017-10-06 18:30:00","2017-10-06 00:00:00","25,000","60","The Haunted Trail San Diego LLC","www.hauntedtrail.net","","NaN","NaN"
"The Haunted Hotel 2017 (31-Day Event)","49479","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2017-10-06 18:00:00","2017-10-06 01:00:00","25,000","40","The Haunted Hotel San Diego, LLC","www.hauntedhotel.com","424 Market Street ","32.7117135866","-117.16067393600001"
"The BLVD Market Summer Edition","49527","","FESTIVAL","The BLVD Market showcases San Diego local chefs, food vendors and musicians at its monthly pop-up prepared foods outdoor market and spirits garden.","2855 El Cajon Boulevard parking lot and on Utah
Street between El Cajon Boulevard and Howard Street.","2017-10-06 18:00:00","2017-10-06 22:00:00","300","20","The El Cajon Boulevard BIA","www.theboulevard.org","2855 El Cajon Boulevard","32.7547649818","-117.132354689"
"2017 Polish Festival San Diego (3-Day Event)","49603","","FESTIVAL","Today's event is for adults (age 21+). It's a tribute to Polish culture complete with music,
singing, dancing, imported Polish beer, and souvenirs (pottery & amber jewelry). Delicious
Polish food is served; sausage, pierogies, galumpkis (stuffed cabbage), and bingos (hunter's
stew). ","St. Maximilian Kolbe R.C. Polish Mission parking lot at 1735 Grand Avenue","2017-10-06 17:00:00","2017-10-06 00:00:00","2,000","100","St. Maximilian Kolbe R.C. Polish Mission","www.polishmission.org","1735 Grand Ave","32.7982217","-117.2373341"
"Ocean Beach Oktoberfest (Festival) (2-Day Event)","49657","","FESTIVAL","The event begins with a morning run on the beach called the ""Brat Trot"". The festivities of this
beachside Oktoberfest include slap-happy music, delicious German food & drink, merchandise,
yodeling, and fun games. Bring all your friends and all the kids for a full day of joyous
merriment.","Ocean Beach Pier parking lot (Newport Ave. & Abbott St.) ~ Veterans Plaza (grassy area at Abbott St. near the Lifeguard Tower) ~ Brat Trot (along the perimeter of the beach adjacent to the water)","2017-10-06 12:00:00","2017-10-06 23:00:00","5,000","100","Ocean Beach Main Street Association","www.oceanbeachsandiego.com","Newport Ave. & Abbott St.","32.7431327","-117.2449981"
"Del Norte High School Homecoming Parade","49689","","PARADES","Del Norte is the newest high school in the Poway Unified District. The student body is proud to
present this parade to showcase the school and student talent. You'll hear a marching band
and see marching groups and members from various school clubs. ","Del Norte High School parking lot - Zaslavsky
Parkway - Lone Quail - Deer Ridge Rd. - Camino San Bernardo - Nighthawk Lane - Del Norte
High School","2017-10-06 11:50:00","2017-10-06 12:45:00","2,000","200","PUSD Del Norte High School Associated Student Body","","16601 Nighthawk Lane","33.0148265","-117.1217168"
"The Haunted Hotel (31-Day Event)","49492","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2017-10-05 19:00:00","2017-10-05 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market Street ","32.7117135866","-117.16067393600001"
"The Haunted Trail of Balboa Park (33-Day Event)","49356","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail. Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2017-10-05 18:30:00","2017-10-05 00:00:00","25,000","60","The Haunted Trail San Diego LLC","www.hauntedtrail.net","","NaN","NaN"
"VARIETY Night of the Stars-SD Intl. Film Festival","49724","","FESTIVAL","This extraordinary evening celebrates the imagination, passion and vision influencing cinematic excellence today and yesterday. The San Diego International Film Festival honors some of the industry’s most accomplished actors, directors and filmmakers.","J Street sidewalk in front of the Pendry Hotel","2017-10-05 17:30:00","2017-10-05 22:00:00","500","","San Diego International Film Festival","www.sdfilmfest.com/","551 J Street","32.7092436","-117.1595736"
"North Park Thursday Market","48710","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2017-10-05 15:00:00","2017-10-05 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","2900 North Park Way","32.747671015","-117.130530344"
"The Haunted Hotel (31-Day Event)","49491","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2017-10-04 19:00:00","2017-10-04 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market Street ","32.7117135866","-117.16067393600001"
"The Haunted Trail of Balboa Park (33-Day Event)","49355","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail. Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2017-10-04 18:30:00","2017-10-04 00:00:00","25,000","60","The Haunted Trail San Diego LLC","www.hauntedtrail.net","","NaN","NaN"
